sampleId,wavelengthNm,qDir
ALT050,318,13343333676040.902
ALT050,319,14760493569255.637
ALT050,320,15521957178423.053
ALT050,321,17820609434777.816
ALT050,322,16769452521876.39
ALT050,323,15448634934705.508
ALT050,324,19813271078880.74
ALT050,325,20811326643453.605
ALT050,326,27543972428263.625
ALT050,327,29339905294714.434
ALT050,328,26573844251101.168
ALT050,329,30768197635757.06
ALT050,330,35151703534817.574
ALT050,331,30984490498097.742
ALT050,332,32591722217313.973
ALT050,333,32496478093093.23
ALT050,334,32025727326739.977
ALT050,335,35500461912615.11
ALT050,336,32058891527674.625
ALT050,337,29701972660024.316
ALT050,338,34244783945353.613
ALT050,339,36818587947635.664
ALT050,340,40587637016296.98
ALT050,341,38125019741061.18
ALT050,342,39894966373636.95
ALT050,343,42384137150804.62
ALT050,344,35018429279524.902
ALT050,345,38435342337030.375
ALT050,346,40249179624061.52
ALT050,347,42067333135640.9
ALT050,348,40736126401241.48
ALT050,349,40238303794090.16
ALT050,350,45968951662459.305
ALT050,351,48547975009980.5
ALT050,352,45946731346382.43
ALT050,353,46476305063672.71
ALT050,354,54594021119720.34
ALT050,355,55643771351593.516
ALT050,356,50705732510668.484
ALT050,357,42215818225590.1
ALT050,358,40109359649898.625
ALT050,359,44196932726615.37
ALT050,360,56819736913663.695
ALT050,361,49775355033262.94
ALT050,362,51309721119707.61
ALT050,363,58096499072673.44
ALT050,364,58864028813215.75
ALT050,365,61006923293706.625
ALT050,366,72404790161478.5
ALT050,367,71681717481032.16
ALT050,368,66740501852878.07
ALT050,369,69720158576783.836
ALT050,370,76395674759168.1
ALT050,371,70580606041808.66
ALT050,372,69180739392240.03
ALT050,373,63867291062695.31
ALT050,374,57783975773896.95
ALT050,375,61596710150902.16
ALT050,376,71072042633540.02
ALT050,377,75517279266138.47
ALT050,378,91403516668527.5
ALT050,379,80083924252440.66
ALT050,380,76054091083961.12
ALT050,381,83329189194922.48
ALT050,382,64332227870728.49
ALT050,383,50134412152083.77
ALT050,384,56496193624333.38
ALT050,385,75089086492537.11
ALT050,386,69590465452013.45
ALT050,387,73423547073135.36
ALT050,388,72093661360193.25
ALT050,389,78171185802706.14
ALT050,390,91405723454698.47
ALT050,391,98202985853709.27
ALT050,392,92275356725388.17
ALT050,393,55961686727840.125
ALT050,394,58131913014103.734
ALT050,395,95262458790269.77
ALT050,396,89771772516266.88
ALT050,397,50802396369112.44
ALT050,398,102283885816283.75
ALT050,399,128856757844769.11
ALT050,400,135114631872960.03
ALT055,290,7960108.285488567
ALT055,291,55874507.591187686
ALT055,292,273655551.3206662
ALT055,293,682600304.2859421
ALT055,294,2797064635.5102224
ALT055,295,6700593129.457051
ALT055,296,21514866598.55188
ALT055,297,34817854048.93763
ALT055,298,86819355732.18526
ALT055,299,133495820976.88924
ALT055,300,233624282585.932
ALT055,301,416845250943.1526
ALT055,302,579930313453.8228
ALT055,303,1196209004640.2905
ALT055,304,1550618940357.6584
ALT055,305,2418146961731.175
ALT055,306,2615300700791.5537
ALT055,307,3432615786740.247
ALT055,308,4598268739076.377
ALT055,309,4736783321229.203
ALT055,310,5383973515503.682
ALT055,311,8566820515271.869
ALT055,312,9152641057436.717
ALT055,313,10161935056895.15
ALT055,314,11045685869488.158
ALT055,315,12148653239904.117
ALT055,316,10898501949112.055
ALT055,317,15040023923592.336
ALT055,318,15313158126344.576
ALT055,319,16806556391987.95
ALT055,320,17726089345083.348
ALT055,321,20159500618801.867
ALT055,322,18998845777001.89
ALT055,323,17458041063847.857
ALT055,324,22227286025491.074
ALT055,325,23447432853198.598
ALT055,326,30850940322313.8
ALT055,327,32749126709678.023
ALT055,328,29762947477481.76
ALT055,329,34251550684978.53
ALT055,330,39054418647485.29
ALT055,331,34459667291712.98
ALT055,332,36140660425193.88
ALT055,333,35980458928180.62
ALT055,334,35479214956882.82
ALT055,335,39215249088114.37
ALT055,336,35364599311068.21
ALT055,337,32754398446567.457
ALT055,338,37724839707117.055
ALT055,339,40498253119191.734
ALT055,340,44616052328487.36
ALT055,341,41863454962735.64
ALT055,342,43758045090184
ALT055,343,46450914983819.36
ALT055,344,38366748361338.16
ALT055,345,42054846361064.77
ALT055,346,43998861027371.92
ALT055,347,45947210706391.74
ALT055,348,44457924993855.26
ALT055,349,43877680704060.27
ALT055,350,50088835045224.17
ALT055,351,52858599869220.69
ALT055,352,49992760536515.31
ALT055,353,50528524114033.43
ALT055,354,59308864652774.48
ALT055,355,60406555864715
ALT055,356,55006364017964.82
ALT055,357,45764990230034.69
ALT055,358,43451058533212.38
ALT055,359,47846552748797.445
ALT055,360,61471629312132.46
ALT055,361,53814370591778.016
ALT055,362,55436659735431.93
ALT055,363,62728943439589.25
ALT055,364,63517424035721.13
ALT055,365,65788991411728.39
ALT055,366,78031960236567.14
ALT055,367,77205400124399.95
ALT055,368,71840238220219.4
ALT055,369,75003259199848.78
ALT055,370,82136357873321.83
ALT055,371,75840451732267.3
ALT055,372,74293852152216.11
ALT055,373,68548994432230.67
ALT055,374,61985352222268.945
ALT055,375,66039012350816.4
ALT055,376,76156318594992.12
ALT055,377,80876264757056.83
ALT055,378,97838150488477.47
ALT055,379,85676883843317.7
ALT055,380,81323647654416.94
ALT055,381,89057489796950.72
ALT055,382,68719997885322.46
ALT055,383,53527217658860.54
ALT055,384,60289919924279.836
ALT055,385,80092425239737.53
ALT055,386,74191903692954.14
ALT055,387,78241393372751.69
ALT055,388,76788294575768.48
ALT055,389,83223147104796.62
ALT055,390,97268629459349.66
ALT055,391,104454680576231.73
ALT055,392,98105944905526.05
ALT055,393,59471522683042.44
ALT055,394,61751031154002.086
ALT055,395,101149742875330.77
ALT055,396,95279231550118.12
ALT055,397,53896411298100.15
ALT055,398,108468111247031.94
ALT055,399,136591413421317.36
ALT055,400,143166881281828.22
ALT060,290,18906783.367515914
ALT060,291,120168163.64484239
ALT060,292,538097311.275053
ALT060,293,1274664300.6189616
ALT060,294,4841194143.65756
ALT060,295,11062042118.708565
ALT060,296,33521588197.491177
ALT060,297,52364253847.73168
ALT060,298,125016616600.26016
ALT060,299,186752480851.82764
ALT060,300,316706855467.91016
ALT060,301,548231723020.9975
ALT060,302,748233023404.1569
ALT060,303,1509720100243.5603
ALT060,304,1931819491028.2974
ALT060,305,2947451533711.6533
ALT060,306,3153259180657.055
ALT060,307,4094469184981.177
ALT060,308,5419056141590.114
ALT060,309,5542703103985.435
ALT060,310,6229661327453.097
ALT060,311,9857378138763.533
ALT060,312,10453174528644.676
ALT060,313,11532161128378.09
ALT060,314,12503063002078.57
ALT060,315,13649840282523.467
ALT060,316,12217669668836.166
ALT060,317,16780453330241.69
ALT060,318,17052262951790.43
ALT060,319,18600306529234.355
ALT060,320,19663572716443.906
ALT060,321,22198130333005.7
ALT060,322,20944667194575.434
ALT060,323,19207893566683.14
ALT060,324,24315780783170.582
ALT060,325,25736893796779.48
ALT060,326,33707979827437.27
ALT060,327,35685424247368.11
ALT060,328,32518106373041.44
ALT060,329,37244564555800.914
ALT060,330,42401882653294.4
ALT060,331,37443186258961.69
ALT060,332,39179498347620.28
ALT060,333,38959649587841.484
ALT060,334,38433859579898.36
ALT060,335,42385248301156.17
ALT060,336,38182038110888.15
ALT060,337,35355264003290.11
ALT060,338,40687337087340.43
ALT060,339,43626404832200.445
ALT060,340,48038793786475.7
ALT060,341,45036742856157.266
ALT060,342,47033874646958.46
ALT060,343,49897023327748.42
ALT060,344,41203300325708.21
ALT060,345,45117527062063.81
ALT060,346,47169090453977.234
ALT060,347,49225034111660.11
ALT060,348,47599985323103.07
ALT060,349,46947862096027.7
ALT060,350,53562046781774.67
ALT060,351,56490150561329.445
ALT060,352,53399368968219.664
ALT060,353,53937919618677.87
ALT060,354,63273089362069.63
ALT060,355,64408578438323.47
ALT060,356,58617752524467.56
ALT060,357,48743540286680.484
ALT060,358,46253752851090.19
ALT060,359,50905649874810.68
ALT060,360,65368573878013.79
ALT060,361,57195884885726.99
ALT060,362,58889761635142.23
ALT060,363,66602800920259.68
ALT060,364,67406614452373.23
ALT060,365,69783529101027.51
ALT060,366,82729842794096.03
ALT060,367,81814379713515.12
ALT060,368,76093206760460.77
ALT060,369,79406837002514.25
ALT060,370,86918846503417.33
ALT060,371,80220112542689.81
ALT060,372,78549178454790.86
ALT060,373,72443334385909.69
ALT060,374,65478425764557.2
ALT060,375,69730593834777.42
ALT060,376,80379347810795.31
ALT060,377,85325355776630
ALT060,378,103177752941122.34
ALT060,379,90315893473503.25
ALT060,380,85692413862574.8
ALT060,381,93804437032172.47
ALT060,382,72354444540965.67
ALT060,383,56336283145263.61
ALT060,384,63429558375913.66
ALT060,385,84231338814636.42
ALT060,386,77996736395365.4
ALT060,387,82223496070390.94
ALT060,388,80666946017463.44
ALT060,389,87395308844942.2
ALT060,390,102108550620699.27
ALT060,391,109613483911489
ALT060,392,102915353988525.27
ALT060,393,62365508146078.16
ALT060,394,64733973350688.77
ALT060,395,106000298030079.56
ALT060,396,99815136294960.27
ALT060,397,56443668514352.47
ALT060,398,113557612576503.31
ALT060,399,142954565679832.72
ALT060,400,149788929345950.47
ALT065,290,37052398.98944379
ALT065,291,217994640.96790093
ALT065,292,910426304.7104764
ALT065,293,2071740966.388763
ALT065,294,7417198706.070472
ALT065,295,16336375073.531458
ALT065,296,47325314286.687195
ALT065,297,71922050557.79587
ALT065,298,166000086605.23904
ALT065,299,242461913659.60345
ALT065,300,401245621388.94696
ALT065,301,678404385823.8326
ALT065,302,912186595019.7042
ALT065,303,1809249120228.4998
ALT065,304,2291876530709.319
ALT065,305,3437828280502.4
ALT065,306,3646880157856.011
ALT065,307,4696027762821.131
ALT065,308,6157135768588.894
ALT065,309,6262857919233.106
ALT065,310,6977864088998.703
ALT065,311,10993541084077.947
ALT065,312,11590562514505.56
ALT065,313,12723736267377.566
ALT065,314,13767555653905.406
ALT065,315,14943774249447.488
ALT065,316,13352444363763.947
ALT065,317,18271282646267.555
ALT065,318,18539409142758.562
ALT065,319,20125785148180.32
ALT065,320,21314718104397.85
ALT065,321,23924051768078.105
ALT065,322,22593757582219.25
ALT065,323,20688284941561.625
ALT065,324,26073676690427.605
ALT065,325,27669756842508.348
ALT065,326,36110143988742.97
ALT065,327,38148288391091.484
ALT065,328,34834577592263.508
ALT065,329,39750346511146.67
ALT065,330,45200581904988.91
ALT065,331,39939408921010.26
ALT065,332,41716793800325.164
ALT065,333,41444524544217.914
ALT065,334,40899256499375.28
ALT065,335,45025017366246.516
ALT065,336,40525965207805
ALT065,337,37518561134512.94
ALT065,338,43149652486466.46
ALT065,339,46223643561772.77
ALT065,340,50879402404685.64
ALT065,341,47668339062110.766
ALT065,342,49748403651568.31
ALT065,343,52751070257213.98
ALT065,344,43552033421584.77
ALT065,345,47651174674678.484
ALT065,346,49790032993566.55
ALT065,347,51933330223067.85
ALT065,348,50194683012141.05
ALT065,349,49481726123051.6
ALT065,350,56427042971927.31
ALT065,351,59484175868585.945
ALT065,352,56206637938337.484
ALT065,353,56745929561994.86
ALT065,354,66536343173788.38
ALT065,355,67701337182752.6
ALT065,356,61587633710690.32
ALT065,357,51191836693704.914
ALT065,358,48556386879679.63
ALT065,359,53417754461406.086
ALT065,360,68567270902836.664
ALT065,361,59970216991951.86
ALT065,362,61721535083119.95
ALT065,363,69778209380436.01
ALT065,364,70593195560577.14
ALT065,365,73055026020427.67
ALT065,366,86575727486274.69
ALT065,367,85585887691499.25
ALT065,368,79571947078215.66
ALT065,369,83007298772770.5
ALT065,370,90827526630574.16
ALT065,371,83798135010043.6
ALT065,372,82024253077002.42
ALT065,373,75622372370706.14
ALT065,374,68328807712180.125
ALT065,375,72741816498655.84
ALT065,376,83822779248471.66
ALT065,377,88951775153288.84
ALT065,378,107528432530918.27
ALT065,379,94094368471011.95
ALT065,380,89249507033022.95
ALT065,381,97668090151218.36
ALT065,382,75311577464821.53
ALT065,383,58621067820670.09
ALT065,384,65982351983390.53
ALT065,385,87595499122750.45
ALT065,386,81088329038018.3
ALT065,387,85458070240130.23
ALT065,388,83816470209971
ALT065,389,90782087325017.17
ALT065,390,106036149422432.84
ALT065,391,113798549254538.02
ALT065,392,106815772559933.38
ALT065,393,64711808753076.25
ALT065,394,67151670005089.68
ALT065,395,109930541981953.55
ALT065,396,103489350694567.97
ALT065,397,58506420857510.414
ALT065,398,117677872609977.94
ALT065,399,148104459689200.56
ALT065,400,155146855521756.16
ALTMAX,290,47400299.81064727
ALTMAX,291,271101166.5328031
ALTMAX,292,1103692836.2190354
ALTMAX,293,2474872798.904586
ALTMAX,294,8670947889.99893
ALTMAX,295,18842441649.93667
ALTMAX,296,53692991830.80431
ALTMAX,297,80781990975.96921
ALTMAX,298,184155365690.6575
ALTMAX,299,266775192793.02826
ALTMAX,300,437545191158.2665
ALTMAX,301,733427010854.6598
ALTMAX,302,980800427595.3164
ALTMAX,303,1933169601305.0696
ALTMAX,304,2439834879527.7827
ALTMAX,305,3637048986586.9746
ALTMAX,306,3846280261438.5825
ALTMAX,307,4937666180894.983
ALTMAX,308,6451741988553.867
ALTMAX,309,6549238001140.841
ALTMAX,310,7273647963309.137
ALTMAX,311,11441382757938.531
ALTMAX,312,12037131480045.955
ALTMAX,313,13190014431290.857
ALTMAX,314,14261703028070.785
ALTMAX,315,15447453003853.06
ALTMAX,316,13793646041230.3
ALTMAX,317,18849467269005.305
ALTMAX,318,19115580723200.773
ALTMAX,319,20714889780889.945
ALTMAX,320,21953138281514.48
ALTMAX,321,24588782706093.297
ALTMAX,322,23229294894397.43
ALTMAX,323,21258212180606.51
ALTMAX,324,26748398394989.918
ALTMAX,325,28412958938274.6
ALTMAX,326,37031556666282.3
ALTMAX,327,39091638819612.484
ALTMAX,328,35723113208550.445
ALTMAX,329,40709082968616.695
ALTMAX,330,46270525235144.1
ALTMAX,331,40894123893090.89
ALTMAX,332,42686041019348.05
ALTMAX,333,42393156480278.984
ALTMAX,334,41840677236327.336
ALTMAX,335,46031823223122.59
ALTMAX,336,41419429866824.84
ALTMAX,337,38343070341053.91
ALTMAX,338,44087729193611.2
ALTMAX,339,47212501332429.05
ALTMAX,340,51960644806292.96
ALTMAX,341,48669577452705.22
ALTMAX,342,50780722796992.59
ALTMAX,343,53836091708508.05
ALTMAX,344,44444841697534.64
ALTMAX,345,48613751857683.05
ALTMAX,346,50785399393768.5
ALTMAX,347,52961513280720.984
ALTMAX,348,51179420439855.31
ALTMAX,349,50443045640315.19
ALTMAX,350,57513656046075.414
ALTMAX,351,60619372377117.09
ALTMAX,352,57270733839757.3
ALTMAX,353,57809958825110.83
ALTMAX,354,67772492679147.56
ALTMAX,355,68948304274670.445
ALTMAX,356,62711998313250.06
ALTMAX,357,52118476290982.62
ALTMAX,358,49427647592733.14
ALTMAX,359,54368009869273.45
ALTMAX,360,69776923262220.78
ALTMAX,361,61019100341348.88
ALTMAX,362,62791847667805.555
ALTMAX,363,70978090019900.38
ALTMAX,364,71796987724338.02
ALTMAX,365,74290585771719.31
ALTMAX,366,88027852988391
ALTMAX,367,87009575599500.28
ALTMAX,368,80884798863553.56
ALTMAX,369,84365761276465.84
ALTMAX,370,92301928703921.97
ALTMAX,371,85147491963119.9
ALTMAX,372,83334482260652.81
ALTMAX,373,76820710390604.39
ALTMAX,374,69403016947365.05
ALTMAX,375,73876387973572.64
ALTMAX,376,85119912852022.36
ALTMAX,377,90317543456031.42
ALTMAX,378,109166617981164.03
ALTMAX,379,95516797063451.94
ALTMAX,380,90588315174327.64
ALTMAX,381,99121980605075.25
ALTMAX,382,76424117831168.23
ALTMAX,383,59480482563998.99
ALTMAX,384,66942386582027.82
ALTMAX,385,88860417452105.62
ALTMAX,386,82250537276738.7
ALTMAX,387,86673796025546.92
ALTMAX,388,85000005568720.84
ALTMAX,389,92054541058749.8
ALTMAX,390,107511523921903.33
ALTMAX,391,115370352213645.52
ALTMAX,392,108280405658067.67
ALTMAX,393,65592703457757.15
ALTMAX,394,68059210426110.23
ALTMAX,395,111405597444558.12
ALTMAX,396,104868079538057.19
ALTMAX,397,59280325954768.36
ALTMAX,398,119223455586338.83
ALTMAX,399,150035956321716.16
ALTMAX,400,157156047557460.9
