sampleId,wavelengthNm,qDir
ALT030,394,35491332989927.734
ALT030,395,58365225321369.34
ALT030,396,55192503178838.76
ALT030,397,31341374267332.2
ALT030,398,63316691817579.19
ALT030,399,80034631501607.08
ALT030,400,84199851713864.77
ALT035,290,8925.314528528812
ALT035,291,136562.32303878892
ALT035,292,1351283.2055061494
ALT035,293,5054995.38007964
ALT035,294,37589895.27737446
ALT035,295,130493686.515093
ALT035,296,659906828.2421408
ALT035,297,1409435107.3609743
ALT035,298,4943656336.559302
ALT035,299,9537221463.320145
ALT035,300,21363822078.037243
ALT035,301,48344573009.48921
ALT035,302,78184822042.14545
ALT035,303,191727521043.75198
ALT035,304,275147773562.63165
ALT035,305,509437935663.6048
ALT035,306,600116126488.3682
ALT035,307,856979244928.7048
ALT035,308,1262124151281.0037
ALT035,309,1374888636904.3606
ALT035,310,1706760904017.4688
ALT035,311,2837241911346.042
ALT035,312,3214148193452.876
ALT035,313,3751722312072.472
ALT035,314,4160825916256.729
ALT035,315,4851028593991.074
ALT035,316,4429587322186.556
ALT035,317,6345667674212.995
ALT035,318,6559724053756.664
ALT035,319,7556382293688.901
ALT035,320,7826250230618.506
ALT035,321,9432962254478.082
ALT035,322,8808713096351.143
ALT035,323,8221681783009.561
ALT035,324,10948302488038.291
ALT035,325,11249201035152.316
ALT035,326,15345334169888.2
ALT035,327,16639042441060.66
ALT035,328,14809175951339.777
ALT035,329,17691573279419.27
ALT035,330,20417845348012.35
ALT035,331,17903736495694.844
ALT035,332,19119694715314.453
ALT035,333,19213295062557.09
ALT035,334,18880717778643.22
ALT035,335,21242445266044.26
ALT035,336,19320325239806.19
ALT035,337,17929123577774.508
ALT035,338,20782420541309.625
ALT035,339,22521006721487.406
ALT035,340,24906905695243.785
ALT035,341,23527272249569.465
ALT035,342,24761714060753.43
ALT035,343,26415987511929.66
ALT035,344,21859994964664.99
ALT035,345,24156615829179.73
ALT035,346,25417337527321.875
ALT035,347,26682595012637.723
ALT035,348,25944284001412.383
ALT035,349,25738720616561.875
ALT035,350,29519091624140.96
ALT035,351,31298368791328.37
ALT035,352,29724399199076.72
ALT035,353,30191353331437.01
ALT035,354,35604201128038.7
